material_id,subject,subcategory,grade_levels,material_type,school_type,content_type,is_bundle,price,author_category,bestseller_rating,total_pages,engagement_score,created_days_ago,author_id,title,grade_levels_str
mat_002322,Englisch,Leseverstehen,['9. Klasse'],Mal- und Bastelvorlagen,Kita / Vorschule,standalone,0,1.08,Bear,29.968165831926186,8,6.124689794299167,796,author_0482,Leseverstehen - Mal- und Bastelvorlagen,9. Klasse
mat_002323,Fachunterricht,Erdkunde,"['10. Klasse', '11. Klasse', '12. Klasse']",Merkblätter,Grundschule,hybrid,0,3.49,Dragon,37.99781559155715,13,2.9763022411490745,543,author_0247,Erdkunde - Merkblätter,"10. Klasse, 11. Klasse, 12. Klasse"
mat_002324,Englisch,Leseverstehen,"['11. Klasse', '12. Klasse']",Mal- und Bastelvorlagen,Kita / Vorschule,hybrid,0,2.41,Cub,31.460678788212338,11,6.616240276508073,744,author_0336,Leseverstehen - Mal- und Bastelvorlagen,"11. Klasse, 12. Klasse"
mat_002325,Mathematik,Stochastik,['9. Klasse'],Stundenentwürfe,Sek I Mittlere Schulform,standalone,0,6.49,Eggs,308.77825565131843,8,6.783808371313,305,author_0256,Stochastik - Stundenentwürfe,9. Klasse
mat_002326,Englisch,Grammatik,['6. Klasse'],Spiele,Kita / Vorschule,hybrid,0,13.26,Eggs,31.18481887993217,12,1.538793943799198,1072,author_0267,Grammatik - Spiele,6. Klasse
mat_002327,Englisch,Wortschatz,['9. Klasse'],Präsentationen/Tafelbilder,Kita / Vorschule,interactive,0,2.87,Bear,30.373836277997984,11,4.405602175132603,734,author_0718,Wortschatz - Präsentationen/Tafelbilder,9. Klasse
mat_002328,Mathematik,Stochastik,['2. Klasse'],Interaktives Material,Sek II,interactive,1,11.15566307472628,Eggs,23.657352679322745,9,0.8699561585241832,1083,author_0240,Stochastik - Sparpaket,2. Klasse
mat_002329,Deutsch,Sprache untersuchen,"['3. Klasse', '4. Klasse', '5. Klasse']",Präsentationen/Tafelbilder,Förderunterricht,hybrid,0,7.01,Dragon,17.24963476302651,7,2.099007603254599,735,author_0643,Sprache untersuchen - Präsentationen/Tafelbilder,"3. Klasse, 4. Klasse, 5. Klasse"
mat_002330,Mathematik,Stochastik,"['8. Klasse', '9. Klasse']",Unterrichtsreihen,Berufsschule,standalone,0,8.24,Cub,73.31606782316685,7,0.783503465412373,410,author_0631,Stochastik - Unterrichtsreihen,"8. Klasse, 9. Klasse"
mat_002331,Deutsch,Sprechen & Zuhören,['12. Klasse'],Videos,Berufsschule,interactive,0,14.27,Bear,22.400302560978783,11,2.149074693592243,791,author_0875,Sprechen & Zuhören - Videos,12. Klasse
mat_002332,Fachunterricht,Biologie,"['1. Klasse', '2. Klasse', '3. Klasse']",Interaktives Material,Förderunterricht,interactive,0,11.23,Dragon,69.50778756538742,11,2.481682583458488,1037,author_0818,Biologie - Interaktives Material,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002333,Deutsch,Sprache untersuchen,['6. Klasse'],Mal- und Bastelvorlagen,Sek I Gymnasium,hybrid,0,4.82,Dragon,2.248707808380606,6,2.023839436526689,964,author_0777,Sprache untersuchen - Mal- und Bastelvorlagen,6. Klasse
mat_002334,Englisch,Sprechen,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Klassenarbeiten,Kita / Vorschule,interactive,1,31.87584697710615,Eggs,48.01899857883803,54,1.6649317813747504,1024,author_0468,Sprechen - Sparpaket,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_002335,Englisch,Wortschatz,"['6. Klasse', '7. Klasse', '8. Klasse']",Arbeitsblätter,Sek II,hybrid,0,9.54,Innovators,205.75617044425846,5,3.3993905417066768,637,author_0342,Wortschatz - Arbeitsblätter,"6. Klasse, 7. Klasse, 8. Klasse"
mat_002336,Fachunterricht,Chemie,['7. Klasse'],Interaktives Material,Berufsschule,hybrid,0,2.2,Innovators,58.5961365992099,14,1.6825054205919343,401,author_0123,Chemie - Interaktives Material,7. Klasse
mat_002337,Englisch,Leseverstehen,"['10. Klasse', '11. Klasse']",Mal- und Bastelvorlagen,Förderunterricht,interactive,1,10.562619019349054,Dragon,11.251044626661548,48,0.8913257831536844,662,author_0620,Leseverstehen - Sparpaket,"10. Klasse, 11. Klasse"
mat_002338,Mathematik,Zahlen & Operationen,"['10. Klasse', '11. Klasse', '12. Klasse']",Spiele,Berufsschule,hybrid,0,5.6,Dragon,17.96104838989959,17,1.02124202372449,1,author_0706,Zahlen & Operationen - Spiele,"10. Klasse, 11. Klasse, 12. Klasse"
mat_002339,Deutsch,Schreiben,"['10. Klasse', '11. Klasse', '12. Klasse']",Spiele,Kita / Vorschule,hybrid,0,3.71,Eggs,47.95691956169195,5,6.666855036131291,378,author_0345,Schreiben - Spiele,"10. Klasse, 11. Klasse, 12. Klasse"
mat_002340,Englisch,Grammatik,"['1. Klasse', '2. Klasse']",Bildkarten,Sek I Gymnasium,hybrid,0,5.06,Innovators,64.72404168770079,15,1.3168867739325194,63,author_0243,Grammatik - Bildkarten,"1. Klasse, 2. Klasse"
mat_002341,Englisch,Schreiben,['6. Klasse'],Quiz,Förderunterricht,standalone,0,11.98,Bear,7.297545586044783,7,1.0785280851641175,526,author_0032,Schreiben - Quiz,6. Klasse
mat_002342,Kunst,Werken,"['11. Klasse', '12. Klasse', '13. Klasse']",Merkblätter,Grundschule,interactive,0,9.43,Dragon,98.18863512742647,9,2.436545967311718,575,author_0143,Werken - Merkblätter,"11. Klasse, 12. Klasse, 13. Klasse"
mat_002343,Fachunterricht,Biologie,['2. Klasse'],Fördermaterial/Inklusion,Sek II,standalone,0,6.67,Bear,51.23949176054781,14,1.9313193044357573,486,author_0871,Biologie - Fördermaterial/Inklusion,2. Klasse
mat_002344,Deutsch,Schreiben,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Arbeitsblätter,Sek II,interactive,1,18.47827739310053,Dragon,24.166134931194257,21,7.916918519274785,179,author_0299,Schreiben - Sparpaket,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_002345,Kunst,Theorie,"['3. Klasse', '4. Klasse', '5. Klasse', '6. Klasse']",Stationenlernen,Sek II,interactive,0,7.2,Cub,1.4805283976843713,7,9.428565367241342,829,author_0606,Theorie - Stationenlernen,"3. Klasse, 4. Klasse, 5. Klasse, 6. Klasse"
mat_002346,Kunst,Theorie,['9. Klasse'],Bildkarten,Sek I Gymnasium,standalone,0,1.44,Bear,46.31740680234335,13,5.085268682234586,807,author_0823,Theorie - Bildkarten,9. Klasse
mat_002347,Kunst,Theorie,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Interaktives Material,Grundschule,interactive,0,18.63,Cub,3.225276240498271,9,1.453812474103749,193,author_0430,Theorie - Interaktives Material,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_002348,Englisch,Grammatik,"['4. Klasse', '5. Klasse', '6. Klasse']",Merkblätter,Sek I Gymnasium,interactive,1,16.540684267170693,Dragon,26.33547662900074,44,2.4429265079502147,71,author_0931,Grammatik - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_002349,Mathematik,Funktionen,"['5. Klasse', '6. Klasse', '7. Klasse']",Präsentationen/Tafelbilder,Berufsschule,interactive,0,1.83,Eggs,44.55514171471141,5,4.100815875203532,106,author_0040,Funktionen - Präsentationen/Tafelbilder,"5. Klasse, 6. Klasse, 7. Klasse"
mat_002350,Mathematik,Funktionen,"['7. Klasse', '8. Klasse']",Stationenlernen,Förderunterricht,standalone,0,7.08,Eggs,46.78700852957127,14,2.7619043925591886,375,author_0874,Funktionen - Stationenlernen,"7. Klasse, 8. Klasse"
mat_002351,Fachunterricht,Erdkunde,"['8. Klasse', '9. Klasse']",Fördermaterial/Inklusion,Sek I Mittlere Schulform,interactive,0,6.29,Eggs,4.035910333660996,8,1.854999275182894,118,author_0680,Erdkunde - Fördermaterial/Inklusion,"8. Klasse, 9. Klasse"
mat_002352,Fachunterricht,Religion,"['10. Klasse', '11. Klasse']",Videos,Grundschule,hybrid,0,2.34,Dragon,0.8251506095432471,13,2.8934719736479804,640,author_0880,Religion - Videos,"10. Klasse, 11. Klasse"
mat_002353,Deutsch,Sprechen & Zuhören,"['1. Klasse', '2. Klasse', '3. Klasse']",Mal- und Bastelvorlagen,Kita / Vorschule,interactive,0,6.59,Dragon,1.521356052934143,12,2.2162168176383896,889,author_0770,Sprechen & Zuhören - Mal- und Bastelvorlagen,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002354,Mathematik,Stochastik,['6. Klasse'],Stundenentwürfe,Grundschule,interactive,0,21.08,Bear,63.390987608482604,11,7.078821209827003,1017,author_0215,Stochastik - Stundenentwürfe,6. Klasse
mat_002355,Englisch,Leseverstehen,"['3. Klasse', '4. Klasse', '5. Klasse']",Klassenarbeiten,Berufsschule,standalone,0,8.65,Cub,3.2395156589484566,9,8.431453230983873,570,author_0120,Leseverstehen - Klassenarbeiten,"3. Klasse, 4. Klasse, 5. Klasse"
mat_002356,Englisch,Sprechen,['12. Klasse'],Klassenarbeiten,Kita / Vorschule,standalone,1,10.272314905014083,Cub,21.94210487693121,40,2.2337922589621777,952,author_0486,Sprechen - Sparpaket,12. Klasse
mat_002357,Fachunterricht,Chemie,"['11. Klasse', '12. Klasse', '13. Klasse']",Mal- und Bastelvorlagen,Berufsschule,hybrid,0,4.75,Eggs,12.405632480616367,5,1.9343918554891468,372,author_0830,Chemie - Mal- und Bastelvorlagen,"11. Klasse, 12. Klasse, 13. Klasse"
mat_002358,Deutsch,Sprache untersuchen,"['2. Klasse', '3. Klasse']",Quiz,Kita / Vorschule,interactive,0,7.97,Bear,28.186176333534107,7,4.935891563743072,1007,author_0196,Sprache untersuchen - Quiz,"2. Klasse, 3. Klasse"
mat_002359,Fachunterricht,Religion,"['2. Klasse', '3. Klasse']",Präsentationen/Tafelbilder,Grundschule,hybrid,0,3.14,Bear,159.37549721388478,7,4.725534263360293,295,author_0500,Religion - Präsentationen/Tafelbilder,"2. Klasse, 3. Klasse"
mat_002360,Mathematik,Funktionen,['1. Klasse'],Bildkarten,Sek I Gymnasium,standalone,0,5.4,Eggs,153.44744047058722,6,1.3139608289272606,866,author_0154,Funktionen - Bildkarten,1. Klasse
mat_002361,Fachunterricht,Chemie,['9. Klasse'],Merkblätter,Förderunterricht,standalone,0,2.38,Bear,59.854935388532006,4,3.631159052305538,631,author_0229,Chemie - Merkblätter,9. Klasse
mat_002362,Deutsch,Sprache untersuchen,['5. Klasse'],Präsentationen/Tafelbilder,Förderunterricht,standalone,0,9.33,Cub,59.3572462473851,10,4.625693635505111,21,author_0397,Sprache untersuchen - Präsentationen/Tafelbilder,5. Klasse
mat_002363,Englisch,Leseverstehen,['5. Klasse'],Videos,Förderunterricht,interactive,0,4.6,Cub,54.341066514432,8,8.81553607622775,859,author_0809,Leseverstehen - Videos,5. Klasse
mat_002364,Kunst,Theorie,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Förderunterricht,hybrid,0,9.71,Eggs,20.41710337246149,12,5.098251850194734,530,author_0101,Theorie - Mal- und Bastelvorlagen,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_002365,Fachunterricht,Erdkunde,"['10. Klasse', '11. Klasse']",Stundenentwürfe,Berufsschule,hybrid,0,3.68,Eggs,16.74316905573914,10,12.625079491909668,417,author_0543,Erdkunde - Stundenentwürfe,"10. Klasse, 11. Klasse"
mat_002366,Fachunterricht,Geschichte,"['6. Klasse', '7. Klasse']",Test,Berufsschule,standalone,0,2.81,Dragon,65.27143506924055,6,4.34236522789864,855,author_0155,Geschichte - Test,"6. Klasse, 7. Klasse"
mat_002367,Kunst,Werken,['10. Klasse'],Videos,Sek II,interactive,0,2.01,Cub,12.029255929900556,7,1.409668009651198,738,author_0048,Werken - Videos,10. Klasse
mat_002368,Englisch,Sprechen,['9. Klasse'],Arbeitsblätter,Berufsschule,interactive,0,5.4,Eggs,45.71322657865088,13,2.575751465188594,1001,author_0216,Sprechen - Arbeitsblätter,9. Klasse
mat_002369,Englisch,Grammatik,['7. Klasse'],Arbeitsblätter,Förderunterricht,standalone,1,40.794513136902175,Eggs,397.812391606577,32,8.207678954443583,756,author_0393,Grammatik - Sparpaket,7. Klasse
mat_002370,Fachunterricht,Geschichte,['13. Klasse'],Experimente,Kita / Vorschule,interactive,1,30.998347259504094,Bear,6.840222243061141,36,3.688890034788129,26,author_0766,Geschichte - Sparpaket,13. Klasse
mat_002371,Kunst,Epochen,['2. Klasse'],Unterrichtsreihen,Berufsschule,hybrid,0,9.57,Bear,18.573480929711515,5,1.964106758535211,349,author_0405,Epochen - Unterrichtsreihen,2. Klasse
mat_002372,Deutsch,Lesen,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Videos,Kita / Vorschule,hybrid,1,60.671083128680706,Eggs,25.522825505534385,35,1.2931280485823926,896,author_0066,Lesen - Sparpaket,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_002373,Fachunterricht,Biologie,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Interaktives Material,Sek I Mittlere Schulform,interactive,0,7.59,Eggs,39.071010990765494,8,1.4863197451600194,148,author_0122,Biologie - Interaktives Material,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_002374,Kunst,Basteln,"['1. Klasse', '2. Klasse']",Stundenentwürfe,Förderunterricht,standalone,0,1.01,Eggs,13.489514047341148,8,8.032987554613479,228,author_0996,Basteln - Stundenentwürfe,"1. Klasse, 2. Klasse"
mat_002375,Deutsch,Sprechen & Zuhören,['11. Klasse'],Videos,Kita / Vorschule,standalone,0,7.99,Bear,35.47491412055056,15,8.101051789726638,256,author_0181,Sprechen & Zuhören - Videos,11. Klasse
mat_002376,Mathematik,Zahlen & Operationen,['12. Klasse'],Quiz,Grundschule,hybrid,0,6.63,Cub,68.54761026318414,12,0.3916887443600592,190,author_0815,Zahlen & Operationen - Quiz,12. Klasse
mat_002377,Mathematik,Geometrie,"['9. Klasse', '10. Klasse']",Stundenentwürfe,Grundschule,interactive,0,16.45,Dragon,37.70121315172593,7,2.672802843415744,599,author_0084,Geometrie - Stundenentwürfe,"9. Klasse, 10. Klasse"
mat_002378,Mathematik,Zahlen & Operationen,"['3. Klasse', '4. Klasse']",Spiele,Sek I Gymnasium,interactive,0,16.72,Eggs,41.466975254137466,5,0.7274116082033912,113,author_0213,Zahlen & Operationen - Spiele,"3. Klasse, 4. Klasse"
mat_002379,Kunst,Epochen,['6. Klasse'],Arbeitsblätter,Sek II,interactive,1,10.262978282056743,Cub,30.420900715340455,40,4.667413504884144,683,author_0973,Epochen - Sparpaket,6. Klasse
mat_002380,Fachunterricht,Geschichte,['5. Klasse'],Spiele,Grundschule,hybrid,0,4.39,Eggs,53.52528541585274,11,1.7167405899973769,1088,author_0144,Geschichte - Spiele,5. Klasse
mat_002381,Deutsch,Sprechen & Zuhören,['10. Klasse'],Arbeitsblätter,Sek I Mittlere Schulform,standalone,0,4.57,Bear,16.77447592787001,12,2.146664152493559,492,author_0801,Sprechen & Zuhören - Arbeitsblätter,10. Klasse
mat_002382,Deutsch,Sprache untersuchen,"['6. Klasse', '7. Klasse', '8. Klasse']",Stationenlernen,Kita / Vorschule,standalone,0,4.59,Cub,13.49880459293258,9,1.362520637204629,220,author_0349,Sprache untersuchen - Stationenlernen,"6. Klasse, 7. Klasse, 8. Klasse"
mat_002383,Mathematik,Stochastik,"['8. Klasse', '9. Klasse']",Experimente,Sek I Mittlere Schulform,interactive,0,0.96,Bear,108.39936102396017,5,4.916459448270582,1084,author_0280,Stochastik - Experimente,"8. Klasse, 9. Klasse"
mat_002384,Mathematik,Grundrechenarten,['7. Klasse'],Fördermaterial/Inklusion,Förderunterricht,standalone,1,2.9054091724628606,Cub,44.06439443838025,63,2.582778062041954,850,author_0260,Grundrechenarten - Sparpaket,7. Klasse
mat_002385,Fachunterricht,Chemie,['12. Klasse'],Klassenarbeiten,Sek I Mittlere Schulform,interactive,1,71.80046773953705,Innovators,22.692019205522524,15,1.6062510244065986,48,author_0042,Chemie - Sparpaket,12. Klasse
mat_002386,Mathematik,Funktionen,['8. Klasse'],Klassenarbeiten,Förderunterricht,hybrid,0,12.19,Bear,22.88972787309286,10,1.307558393268969,173,author_0328,Funktionen - Klassenarbeiten,8. Klasse
mat_002387,Englisch,Grammatik,"['2. Klasse', '3. Klasse', '4. Klasse']",Test,Kita / Vorschule,hybrid,0,15.93,Eggs,159.5100258716534,12,7.3603152290306,889,author_0197,Grammatik - Test,"2. Klasse, 3. Klasse, 4. Klasse"
mat_002388,Mathematik,Geometrie,"['1. Klasse', '2. Klasse', '3. Klasse']",Test,Sek I Gymnasium,interactive,0,5.26,Cub,12.382326864652967,12,0.5871851244990581,65,author_0569,Geometrie - Test,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002389,Englisch,Schreiben,"['1. Klasse', '2. Klasse']",Fördermaterial/Inklusion,Sek I Gymnasium,hybrid,0,1.11,Innovators,2.075323346617095,11,2.6822940254790058,844,author_0100,Schreiben - Fördermaterial/Inklusion,"1. Klasse, 2. Klasse"
mat_002390,Deutsch,Schreiben,"['12. Klasse', '13. Klasse']",Arbeitsblätter,Berufsschule,standalone,0,1.04,Cub,125.40007715187598,9,3.1003397971430404,78,author_0892,Schreiben - Arbeitsblätter,"12. Klasse, 13. Klasse"
mat_002391,Deutsch,Sprache untersuchen,['13. Klasse'],Stundenentwürfe,Sek I Gymnasium,interactive,0,3.66,Cub,62.31151100936475,11,0.2832990826156604,665,author_0400,Sprache untersuchen - Stundenentwürfe,13. Klasse
mat_002392,Kunst,Werken,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Arbeitsblätter,Sek I Gymnasium,hybrid,0,6.72,Eggs,5.263068513395402,7,1.3673685630760186,765,author_0265,Werken - Arbeitsblätter,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_002393,Deutsch,Sprache untersuchen,"['1. Klasse', '2. Klasse']",Mal- und Bastelvorlagen,Sek I Gymnasium,hybrid,0,6.95,Bear,17.29735267369273,6,5.246822656554858,437,author_0909,Sprache untersuchen - Mal- und Bastelvorlagen,"1. Klasse, 2. Klasse"
mat_002394,Fachunterricht,Chemie,"['5. Klasse', '6. Klasse']",Bildkarten,Sek I Mittlere Schulform,hybrid,0,17.36,Cub,7.6144199836594675,12,0.5888803331273876,142,author_0771,Chemie - Bildkarten,"5. Klasse, 6. Klasse"
mat_002395,Englisch,Sprechen,['7. Klasse'],Stationenlernen,Sek II,interactive,0,2.57,Eggs,8.975670219738712,10,4.989723088671009,807,author_0311,Sprechen - Stationenlernen,7. Klasse
mat_002396,Mathematik,Stochastik,"['6. Klasse', '7. Klasse']",Interaktives Material,Sek II,interactive,1,3.0321387949769534,Eggs,20.068954674361585,54,2.354549227927119,848,author_0504,Stochastik - Sparpaket,"6. Klasse, 7. Klasse"
mat_002397,Fachunterricht,Biologie,"['3. Klasse', '4. Klasse']",Videos,Sek I Gymnasium,standalone,0,14.89,Eggs,40.745434042137404,9,0.8946260835719411,515,author_0112,Biologie - Videos,"3. Klasse, 4. Klasse"
mat_002398,Deutsch,Anfangsunterricht,['4. Klasse'],Quiz,Sek I Gymnasium,standalone,0,12.45,Dragon,58.33583921467119,12,1.0871247790821168,625,author_0644,Anfangsunterricht - Quiz,4. Klasse
mat_002399,Deutsch,Sprechen & Zuhören,['3. Klasse'],Stundenentwürfe,Grundschule,standalone,0,3.21,Eggs,71.15479321148781,8,0.767604481282887,671,author_0047,Sprechen & Zuhören - Stundenentwürfe,3. Klasse
mat_002400,Fachunterricht,Chemie,"['6. Klasse', '7. Klasse']",Stationenlernen,Sek II,hybrid,0,1.76,Dragon,83.19290129594705,12,6.27852048674335,434,author_0933,Chemie - Stationenlernen,"6. Klasse, 7. Klasse"
mat_002401,Fachunterricht,Erdkunde,['1. Klasse'],Stationenlernen,Kita / Vorschule,standalone,1,7.1613705127720895,Cub,26.79193816689575,63,1.451564821027361,582,author_0402,Erdkunde - Sparpaket,1. Klasse
mat_002402,Kunst,Malen & Zeichnen,['10. Klasse'],Klassenarbeiten,Sek I Gymnasium,hybrid,0,1.68,Bear,24.396049566094753,11,2.0107099386594314,219,author_0585,Malen & Zeichnen - Klassenarbeiten,10. Klasse
mat_002403,Fachunterricht,Geschichte,['10. Klasse'],Merkblätter,Sek I Gymnasium,hybrid,1,9.545777353587894,Eggs,89.86077695249996,27,1.5437126431314427,824,author_0444,Geschichte - Sparpaket,10. Klasse
mat_002404,Mathematik,Zahlen & Operationen,"['7. Klasse', '8. Klasse']",Fördermaterial/Inklusion,Berufsschule,hybrid,0,5.35,Cub,11.502919954407062,5,15.157675892083134,1006,author_0265,Zahlen & Operationen - Fördermaterial/Inklusion,"7. Klasse, 8. Klasse"
mat_002405,Deutsch,Sprache untersuchen,['3. Klasse'],Präsentationen/Tafelbilder,Berufsschule,hybrid,0,2.3,Dragon,11.362629027450662,9,1.7843796557806428,774,author_0912,Sprache untersuchen - Präsentationen/Tafelbilder,3. Klasse
mat_002406,Mathematik,Geometrie,"['10. Klasse', '11. Klasse']",Merkblätter,Sek II,standalone,1,55.97597138864976,Cub,97.25511424111791,56,2.237362557486131,747,author_0148,Geometrie - Sparpaket,"10. Klasse, 11. Klasse"
mat_002407,Kunst,Basteln,['9. Klasse'],Merkblätter,Sek II,interactive,0,2.25,Cub,78.605536143399,14,8.836819711889643,58,author_0684,Basteln - Merkblätter,9. Klasse
mat_002408,Deutsch,Anfangsunterricht,"['12. Klasse', '13. Klasse']",Spiele,Kita / Vorschule,hybrid,0,4.44,Eggs,58.33330058634208,5,2.485036855513273,280,author_0550,Anfangsunterricht - Spiele,"12. Klasse, 13. Klasse"
mat_002409,Kunst,Theorie,"['8. Klasse', '9. Klasse']",Mal- und Bastelvorlagen,Berufsschule,interactive,0,6.71,Eggs,20.238055918584354,7,4.3486045977045436,798,author_0886,Theorie - Mal- und Bastelvorlagen,"8. Klasse, 9. Klasse"
mat_002410,Kunst,Malen & Zeichnen,['3. Klasse'],Mal- und Bastelvorlagen,Grundschule,standalone,0,17.68,Bear,42.51982019910874,6,2.481790621762647,875,author_0175,Malen & Zeichnen - Mal- und Bastelvorlagen,3. Klasse
mat_002411,Deutsch,Lesen,['6. Klasse'],Test,Grundschule,interactive,0,2.07,Eggs,84.68162189170215,9,12.39290064890065,585,author_0426,Lesen - Test,6. Klasse
mat_002412,Deutsch,Anfangsunterricht,"['6. Klasse', '7. Klasse']",Unterrichtsreihen,Berufsschule,hybrid,1,18.9420757383124,Cub,16.396899477699503,56,6.098081838167227,290,author_0229,Anfangsunterricht - Sparpaket,"6. Klasse, 7. Klasse"
mat_002413,Kunst,Theorie,"['5. Klasse', '6. Klasse']",Stationenlernen,Berufsschule,standalone,0,11.65,Bear,20.552759568816654,11,1.3014573929807156,96,author_0096,Theorie - Stationenlernen,"5. Klasse, 6. Klasse"
mat_002414,Mathematik,Grundrechenarten,"['11. Klasse', '12. Klasse']",Unterrichtsreihen,Berufsschule,interactive,0,3.98,Cub,30.431733480425223,14,4.013194649557452,1041,author_0244,Grundrechenarten - Unterrichtsreihen,"11. Klasse, 12. Klasse"
mat_002415,Kunst,Theorie,"['3. Klasse', '4. Klasse', '5. Klasse', '6. Klasse']",Fördermaterial/Inklusion,Sek I Mittlere Schulform,interactive,1,7.793718942850045,Bear,191.22517836006566,50,4.3811270635605934,714,author_0783,Theorie - Sparpaket,"3. Klasse, 4. Klasse, 5. Klasse, 6. Klasse"
